"","USAcountry","description","year","consumption"
"13470","Suriname","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"13471","Suriname","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","2.55"
"13472","Suriname","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"13473","Suriname","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"13524","Slovak Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"13525","Slovak Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"13526","Slovak Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"13527","Slovak Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","5.77"
"13528","Slovak Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"13529","Slovak Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"13530","Slovak Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"13531","Slovak Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"13532","Slovak Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","5.81"
"13533","Slovak Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"13534","Slovak Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"13585","Slovenia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"13586","Slovenia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"13587","Slovenia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"13588","Slovenia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","5.91"
"13589","Slovenia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"13590","Slovenia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"13591","Slovenia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"13592","Slovenia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"13593","Slovenia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","5.46"
"13594","Slovenia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"13595","Slovenia","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"13646","Sweden","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"13647","Sweden","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"13648","Sweden","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"13649","Sweden","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","4.01"
"13650","Sweden","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"13651","Sweden","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"13652","Sweden","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"13653","Sweden","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"13654","Sweden","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","4.44"
"13655","Sweden","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"13656","Sweden","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"13707","Eswatini","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"13708","Eswatini","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"13709","Eswatini","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"13710","Eswatini","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","2.52"
"13711","Eswatini","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"13712","Eswatini","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"13713","Eswatini","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"13714","Eswatini","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"13715","Eswatini","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","2.55"
"13716","Eswatini","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"13717","Eswatini","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"13768","Sint Maarten (Dutch part)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"13769","Sint Maarten (Dutch part)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"13770","Sint Maarten (Dutch part)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"13771","Sint Maarten (Dutch part)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005",""
"13772","Sint Maarten (Dutch part)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"13773","Sint Maarten (Dutch part)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"13774","Sint Maarten (Dutch part)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"13775","Sint Maarten (Dutch part)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"13776","Sint Maarten (Dutch part)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010",""
"13777","Sint Maarten (Dutch part)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"13778","Sint Maarten (Dutch part)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"13829","Seychelles","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"13830","Seychelles","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"13831","Seychelles","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"13832","Seychelles","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","2.72"
"13833","Seychelles","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"13834","Seychelles","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"13835","Seychelles","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"13836","Seychelles","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"13837","Seychelles","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","4.44"
"13838","Seychelles","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"13839","Seychelles","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"13890","Syrian Arab Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"13891","Syrian Arab Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"13892","Syrian Arab Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"13893","Syrian Arab Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","0.24"
"13894","Syrian Arab Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"13895","Syrian Arab Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"13896","Syrian Arab Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"13897","Syrian Arab Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"13898","Syrian Arab Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","0.23"
"13899","Syrian Arab Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"13900","Syrian Arab Republic","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"13951","Turks and Caicos Islands","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"13952","Turks and Caicos Islands","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"13953","Turks and Caicos Islands","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"13954","Turks and Caicos Islands","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005",""
"13955","Turks and Caicos Islands","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"13956","Turks and Caicos Islands","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"13957","Turks and Caicos Islands","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"13958","Turks and Caicos Islands","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"13959","Turks and Caicos Islands","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010",""
"13960","Turks and Caicos Islands","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"13961","Turks and Caicos Islands","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14012","Chad","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14013","Chad","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14014","Chad","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14015","Chad","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","1.65"
"14016","Chad","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14017","Chad","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14018","Chad","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14019","Chad","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14020","Chad","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","2.35"
"14021","Chad","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14022","Chad","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14073","East Asia & Pacific (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14074","East Asia & Pacific (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14075","East Asia & Pacific (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14076","East Asia & Pacific (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","1.46540432084464"
"14077","East Asia & Pacific (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14078","East Asia & Pacific (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14079","East Asia & Pacific (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14080","East Asia & Pacific (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14081","East Asia & Pacific (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","2.50250858338888"
"14082","East Asia & Pacific (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14083","East Asia & Pacific (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14134","Europe & Central Asia (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14135","Europe & Central Asia (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14136","Europe & Central Asia (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14137","Europe & Central Asia (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","5.29334146246324"
"14138","Europe & Central Asia (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14139","Europe & Central Asia (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14140","Europe & Central Asia (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14141","Europe & Central Asia (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14142","Europe & Central Asia (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","4.86173148904117"
"14143","Europe & Central Asia (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14144","Europe & Central Asia (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14195","Togo","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14196","Togo","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14197","Togo","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14198","Togo","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","1.37"
"14199","Togo","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14200","Togo","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14201","Togo","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14202","Togo","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14203","Togo","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","0.88"
"14204","Togo","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14205","Togo","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14256","Thailand","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14257","Thailand","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14258","Thailand","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14259","Thailand","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","2.85"
"14260","Thailand","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14261","Thailand","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14262","Thailand","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14263","Thailand","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14264","Thailand","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","3.24"
"14265","Thailand","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14266","Thailand","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14317","Tajikistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14318","Tajikistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14319","Tajikistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14320","Tajikistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","0.79"
"14321","Tajikistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14322","Tajikistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14323","Tajikistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14324","Tajikistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14325","Tajikistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","0.74"
"14326","Tajikistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14327","Tajikistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14378","Turkmenistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14379","Turkmenistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14380","Turkmenistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14381","Turkmenistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","1.61"
"14382","Turkmenistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14383","Turkmenistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14384","Turkmenistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14385","Turkmenistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14386","Turkmenistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","1.6"
"14387","Turkmenistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14388","Turkmenistan","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14439","Latin America & the Caribbean (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14440","Latin America & the Caribbean (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14441","Latin America & the Caribbean (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14442","Latin America & the Caribbean (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","3.19795630786355"
"14443","Latin America & the Caribbean (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14444","Latin America & the Caribbean (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14445","Latin America & the Caribbean (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14446","Latin America & the Caribbean (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14447","Latin America & the Caribbean (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","3.1309739447374"
"14448","Latin America & the Caribbean (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14449","Latin America & the Caribbean (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14500","Timor-Leste","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14501","Timor-Leste","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14502","Timor-Leste","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14503","Timor-Leste","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","0.34"
"14504","Timor-Leste","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14505","Timor-Leste","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14506","Timor-Leste","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14507","Timor-Leste","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14508","Timor-Leste","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","0.29"
"14509","Timor-Leste","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14510","Timor-Leste","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14561","Middle East & North Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14562","Middle East & North Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14563","Middle East & North Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14564","Middle East & North Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","0.168256592913322"
"14565","Middle East & North Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14566","Middle East & North Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14567","Middle East & North Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14568","Middle East & North Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14569","Middle East & North Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","0.189248056938522"
"14570","Middle East & North Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14571","Middle East & North Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14622","Tonga","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14623","Tonga","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14624","Tonga","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14625","Tonga","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","0.81"
"14626","Tonga","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14627","Tonga","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14628","Tonga","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14629","Tonga","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14630","Tonga","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","0.49"
"14631","Tonga","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14632","Tonga","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14683","South Asia (IDA & IBRD)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14684","South Asia (IDA & IBRD)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14685","South Asia (IDA & IBRD)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
"14686","South Asia (IDA & IBRD)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2005","0.650775055949093"
"14687","South Asia (IDA & IBRD)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2006",""
"14688","South Asia (IDA & IBRD)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2007",""
"14689","South Asia (IDA & IBRD)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2008",""
"14690","South Asia (IDA & IBRD)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2009",""
"14691","South Asia (IDA & IBRD)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2010","1.166541767275"
"14692","South Asia (IDA & IBRD)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2011",""
"14693","South Asia (IDA & IBRD)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2012",""
"14744","Sub-Saharan Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2002",""
"14745","Sub-Saharan Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2003",""
"14746","Sub-Saharan Africa (IDA & IBRD countries)","Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)","2004",""
